ISIN;Name;Price;Nominal;Coupon;ACI;Coupon_date;Coupon_days;Expiration_date
RU000A0ZZX35;ПР-Лиз_1P2;100.4;1000;31.16;5.48;09.09.2019;91;06.12.2021
RU000A0ZZ8A2;ПЮДМ_БО-П1;100.77;50000;616.44;41.1;24.07.2019;30;04.05.2023
RU000A0ZZAT8;ПионЛизБП1;100.18;1000;10.07;1.68;21.07.2019;30;31.05.2023
RU000A1006C3;ПионЛизБП2;99.99;1000;11.51;4.99;13.07.2019;30;21.01.2029
RU000A0ZZ547;Пионер_1P3;100.46;1000;29.92;20.05;26.07.2019;91;23.04.2021
RU000A0JWK66;ПионерБО2;76.55;1000;0.02;0.01;05.09.2019;91;03.06.2021
RU000A0JWYK8;ПолиплБ03;99.38;1000;44.88;11.59;08.11.2019;182;05.11.2021
RU000A0JXPJ6;ПолиплП1Б1;0;1000;72.3;25.42;22.10.2019;182;18.04.2023
RU000A0JVMD0;ПолюсБ1;108.29;1000;60.33;55.36;11.07.2019;182;03.07.2025
RU000A0JVM99;ПолюсБ2;107.5;1000;60.33;55.36;11.07.2019;182;03.07.2025
RU000A0JVMB4;ПолюсБ3;107.1;1000;60.33;55.36;11.07.2019;182;03.07.2025
RU000A0JX2V3;ПочтаРБ1P1;0;1000;25;2.08;08.12.2019;180;17.11.2023
RU000A0JXRD5;ПочтаРБ1P2;101.3;1000;42.63;8.43;19.11.2019;182;11.05.2027
RU000A0JXS59;ПочтаРБ1P3;100.85;1000;42.13;6.48;27.11.2019;182;19.05.2027
RU000A0ZZ5H3;ПочтаРБ1P4;99;1000;38.39;10.76;04.11.2019;182;24.04.2028
RU000A0ZZ5J9;ПочтаРБ1P5;99.44;1000;38.39;10.76;04.11.2019;182;24.04.2028
RU000A1008Y3;ПочтаРБ1P7;101.4;1000;42.13;18.06;08.10.2019;182;27.03.2029
RU000A0JT8T0;ПочтаРос04;100.75;1000;46.62;17.42;18.10.2019;182;18.10.2019
RU000A0JVZY8;ПочтаРосБ1;0;1175.27;16.17;1.24;11.12.2019;182;06.12.2023
RU000A0JWGV2;ПочтаРосБ2;100.74;1000;41.88;9.44;14.11.2019;182;07.05.2026
RU000A0JWTL6;ПочтаРосБ3;100.35;1000;46.62;24.85;19.09.2019;182;10.09.2026
RU000A0JXMP0;ПочтаРосБ4;102.05;1000;44.38;20.97;30.09.2019;182;22.03.2027
RU000A0JURP5;ПрГарант_2;94.3;1000;70;63.48;30.07.2019;365;29.07.2022
RU000A1004L9;ПравоурмБ1;106.05;1000;55.96;30.97;30.09.2019;215;31.03.2028
RU000A0JTER1;Правоурми1;99.9;1000;59.92;44.88;26.08.2019;243;26.12.2019
RU000A0JW4F3;ПраймФ_БО2;100;1000;217.08;202.69;27.01.2031;4914;27.01.2031
RU000A0JURQ3;Промкап_02;93.1;1000;70;63.48;30.07.2019;365;30.07.2019
RU000A0JUVF8;ПромсвбБО6;99.98;1000;42.37;19.68;02.10.2019;183;02.10.2019
RU000A0JUVG6;ПромсвбБО8;101.15;1000;51.42;25.15;28.09.2019;184;28.03.2021
RU000A0JWEU9;ПромсвбБП1;102.41;1000;50.61;18.08;21.10.2019;182;19.04.2021
RU000A0JVUB7;ПропфинБО1;100;1000;64.82;29.21;04.10.2019;182;02.10.2020
RU000A0JXC40;ПропфнБ-П1;103.5;1000;0;0;02.08.2019;182;23.01.2026
RU000A0JXRB9;ПропфнБ-П2;102;1000;0;0;19.11.2019;182;14.05.2024
RU000A0JWWX5;РГ_Лиз_01;99.28;1000;53.6;18.26;24.10.2019;182;21.10.2021
RU000A0JWWJ4;РЕГИОН_БО6;0;1000;46.12;17.23;18.10.2019;182;15.10.2021
RU000A0JWWH8;РЕГИОН_БО7;0;1000;46.12;17.23;18.10.2019;182;15.10.2021
RU000A0JTTV1;РЕСО-Гар03;100;1000;0.5;0.24;27.09.2019;182;24.03.2023
RU000A0JU6M6;РЕСОЛизБ01;99.91;1000;47.87;23.67;26.09.2019;182;21.09.2023
RU000A0JWPF6;РЕСОЛизБ02;0;400;23.93;18.67;05.08.2019;182;27.07.2026
RU000A0JVUS1;РЕСОЛизБ03;105.15;1000;47.37;19.52;11.10.2019;182;03.10.2025
RU000A0JVXS5;РЕСОЛизБ04;100;1000;47.87;12.62;07.11.2019;182;30.10.2025
RU000A0JWVT5;РЕСОЛизБ05;112.72;1000;62.83;25.89;11.10.2019;182;02.10.2026
RU000A1004S4;РЕСОЛизБП2;101.94;1000;48.37;31.36;29.08.2019;182;24.02.2022
RU000A100F95;РЕСОЛизБП4;100.79;1000;46.37;3.82;10.12.2019;182;08.06.2021
RU000A0ZYU05;РЖД_1Р-05R;96.89;1000;36.4;25.4;20.08.2019;182;01.02.2033
RU000A0ZZ4P9;РЖД_1Р-06R;97.97;1000;36.15;12.91;21.10.2019;182;04.04.2033
RU000A0ZZ9R4;РЖД_1Р-07R;97;1000;36.4;2.6;12.12.2019;182;26.05.2033
RU000A0ZZGT5;РЖД_1Р-08R;101.74;1000;39.84;28.9;15.08.2019;182;03.08.2028
RU000A0ZZRY2;РЖД_1Р-09R;103.21;1000;39.89;11.84;01.11.2019;182;14.10.2033
RU000A0ZZX19;РЖД_1Р-10R;104.2;1000;43.63;4.55;06.12.2019;182;03.06.2022
RU000A0ZZXL7;РЖД_1Р-11R;0;1000;43.63;10.31;12.11.2019;182;10.05.2022
RU000A1002C2;РЖД_1Р-12R;103.2;1000;43.38;34.56;02.08.2019;182;26.01.2024
RU000A1007Z2;РЖД_1Р-13R;0;1000;45.38;21.44;30.09.2019;182;19.03.2029
RU000A1008D7;РЖД_1Р-14R;107.98;1000;56.1;20.69;15.11.2019;225;04.05.2029
RU000A1009L8;РЖД_1Р-15R;0;1000;21.94;16.88;17.07.2019;91;07.04.2027
RU000A0JVY04;РЖД_36_обл;0;1000;26.43;6.39;11.11.2019;182;15.10.2040
RU000A0JXN05;РЖД_Б01P1R;102.33;1000;43.38;5.24;03.12.2019;182;18.05.2032
RU000A0JXQ44;РЖД_Б01P2R;102.27;1000;42.38;14.44;24.10.2019;182;02.04.2037
RU000A0JXR84;РЖД_Б01P3R;101;1000;41.88;9.44;14.11.2019;182;23.04.2037
RU000A0JXZB2;РЖД_Б01P4R;100.71;1000;41.14;29.84;15.08.2019;182;29.07.2032
RU000A0JVW71;РЖД_БО-02;104;1000;55.85;19.02;24.10.2019;182;16.10.2025
RU000A0JWD57;РЖД_БО-05;0;1000;51.36;21.16;11.10.2019;182;03.04.2026
RU000A0JWC82;РЖД_БО-07;101.9;1000;51.36;23.7;02.10.2019;182;25.03.2026
RU000A0JTZM7;РЖД_БО-09;0;1000;30.42;1;19.12.2019;182;08.06.2028
RU000A0JUCG6;РЖД_БО-10;0;1000;30.92;2.38;11.12.2019;182;29.11.2028
RU000A0JXJK7;РЖД_БО-11;102.75;1000;43.13;29.86;21.08.2019;182;04.02.2032
RU000A0JU542;РЖД_БО-12;0;1000;29.92;18.25;05.09.2019;182;18.08.2033
RU000A0JU7B7;РЖД_БО-13;0;1000;30.92;13.42;07.10.2019;182;19.09.2033
RU000A0JVJS4;РЖД_БО-14;0;1000;30.92;1.36;17.12.2019;182;29.05.2035
RU000A0JU9M0;РЖД_БО-15;0;1000;31.41;8.8;04.11.2019;182;11.10.2038
RU000A0JUX71;РЖД_БО-16;0;1000;30.92;12.06;15.10.2019;182;20.09.2039
RU000A0JWHU2;РЖД_БО-17;105;1000;49.12;8.91;22.11.2019;182;26.04.2041
RU000A0JTY57;РЖД_БО-18;0;1000;30.92;4.76;27.11.2019;182;29.04.2043
RU000A0JUPZ8;РЖД_БО-19;0;1000;30.42;0.84;20.12.2019;182;20.05.2044
RU000A0JQ7X7;РЖД-18_обл;100;1000;42.13;37.74;15.07.2019;182;15.07.2019
RU000A0JQ7Z2;РЖД-19_обл;99.96;1000;36.15;32.38;15.07.2019;182;08.07.2024
RU000A0JQRD9;РЖД-23_обл;99.88;1000;36.15;30.39;25.07.2019;182;16.01.2025
RU000A0JTU85;РЖД-28_обл;100.25;1000;40.89;19.1;01.10.2019;182;21.03.2028
RU000A0JUAH8;РЖД-30_обл;99.95;1000;38.15;7.55;19.11.2019;182;07.11.2028
RU000A0JSGV0;РЖД-32_обл;94.24;1000;29.42;26.83;12.07.2019;182;25.06.2032
RU000A0JVB19;РЖД-33_обл;0;1000;26.43;13.36;24.09.2019;182;28.02.2040
RU000A0JVB27;РЖД-34_обл;0;1000;26.43;13.36;24.09.2019;182;28.02.2040
RU000A0JVKH5;РЖД-35_обл;0;1000;26.43;0;25.12.2019;182;30.05.2040
RU000A0JX1S1;РЖД-41_обл;100.7;1000;46.87;3.35;12.12.2019;182;27.11.2031
RU000A0JWLU4;РЖД-42_обл;0;1000;48.37;0.27;24.12.2019;182;22.05.2046
RU000A0JWMJ5;РН_БАНК_01;100;1000;39.61;37.01;08.07.2019;183;09.07.2021
RU000A0JXNV6;РН_БАНК1Р1;101;1000;47.38;18.38;16.10.2019;183;16.04.2020
RU000A0ZYCQ3;РН_БАНК1Р2;100.58;1000;42.37;16.9;14.10.2019;183;14.10.2020
RU000A0ZZUK5;РН_БАНК1Р3;102.15;1000;46.38;8.87;21.11.2019;183;22.11.2021
RU000A1003Q0;РН_БАНК1Р4;102.48;1000;45.88;33.09;16.08.2019;183;16.02.2022
RU000A100A90;РН_БАНК1Р5;101.75;1000;44.62;15.61;23.10.2019;183;25.04.2022
RU000A1005Y9;РОЛЬФ_1Р01;103.95;1000;26.05;4.29;10.09.2019;91;08.03.2022
RU000A100ER0;РОСНАНО2P1;100.65;1000;45.38;5.24;04.12.2019;182;01.12.2021
RU000A0JVT43;РОССИУМ_01;100.65;1000;51.11;26.12;23.09.2019;182;15.09.2025
RU000A0JVZA8;РОССИУМ_Б1;100.25;1000;48.62;8.82;22.11.2019;182;14.11.2025
RU000A0ZZCX6;РОССИУМ1P1;0;1000;45.48;41.73;11.07.2019;182;30.12.2027
RU000A0ZZZY5;РОССИУМ1P2;0;1000;47.37;0;25.12.2019;182;13.12.2028
RU000A0JVYG8;РОСЭКСИМБ1;100.1;1000;41.39;8.19;19.11.2019;182;11.11.2025
RU000A0ZZYS0;РСБ_ХМАО01;0;1000;150.14;51.78;19.06.2020;548;17.06.2031
RU000A0JUAG0;РСГ-ФинБ01;100.47;1000;52.11;10.31;19.11.2019;182;11.11.2025
RU000A0JWLJ7;РСГ-ФинБ10;105.88;1000;72.3;1.99;20.12.2019;182;18.06.2021
RU000A0ZYA74;РСГ-ФинБ3;101.7;1000;66.07;37.39;13.09.2019;182;11.09.2020
RU000A0ZYLB6;РСГ-ФинБ4;99.99;1000;54.85;1.81;19.12.2019;182;17.12.2020
RU000A0JWQX7;РСГ-ФинБ6;99.95;1000;44.88;30.82;22.08.2019;182;22.08.2019
RU000A0JXN13;РСГ-ФинБ7;101.95;1000;59.84;26.96;04.10.2019;182;01.04.2022
RU000A0ZZ4T1;РСХБ_01Т1;90.35;1000;44.88;15.53;23.10.2019;182;26.06.2019
RU000A0JWMZ1;РСХБ_06Т1;129.9;1000;72.3;65.95;12.07.2019;182;26.06.2019
RU000A0JWN22;РСХБ_07Т1;129.9;1000;72.3;64.75;15.07.2019;182;26.06.2019
RU000A0JWV63;РСХБ_08Т1;114.51;1000;71.05;32.79;02.10.2019;182;26.06.2019
RU000A0ZZ505;РСХБ_09Т1;91.48;1000;44.88;15.29;24.10.2019;182;26.06.2019
RU000A0JQS09;РСХБ_10;100.21;1000;41.39;33.43;31.07.2019;182;29.01.2020
RU000A0JQS74;РСХБ_11;99.4;1000;41.39;33.2;01.08.2019;182;30.01.2020
RU000A0JRMB2;РСХБ_12;104.98;1000;38.89;37.18;04.07.2019;182;01.07.2021
RU000A0JRMC0;РСХБ_13;100.21;1000;38.89;36.97;05.07.2019;182;02.07.2021
RU000A0JRLE8;РСХБ_14;100.05;1000;38.89;37.61;02.07.2019;182;29.06.2021
RU000A0JRVN8;РСХБ_15;99.9;1000;39.89;12.49;29.10.2019;182;26.10.2021
RU000A0JS6N8;РСХБ_16;100.5;1000;41.39;17.96;07.10.2019;182;04.04.2022
RU000A0JT7M7;РСХБ_17;100;1000;40.89;15.95;15.10.2019;182;11.10.2022
RU000A0JT874;РСХБ_18;100.45;1000;40.89;15.5;17.10.2019;182;13.10.2022
RU000A0JTVJ2;РСХБ_20;101;1000;41.39;16.15;15.10.2019;182;11.04.2023
RU000A0JU1Q8;РСХБ_21;99.23;1000;36.9;31.42;23.07.2019;182;18.07.2023
RU000A0JU6A1;РСХБ_22;100;1000;41.39;21.15;23.09.2019;182;18.09.2023
RU000A0JUAD7;РСХБ_23;101.9;1000;44.13;9.7;15.11.2019;182;10.11.2023
RU000A0JVN56;РСХБ_24;100;1000;23.31;17.42;19.07.2019;91;11.07.2025
RU000A0JVN64;РСХБ_25;100;1000;23.31;16.65;22.07.2019;91;14.07.2025
RU000A0JVN98;РСХБ_26;100.1;1000;23.31;16.39;23.07.2019;91;15.07.2025
RU000A0JW1V6;РСХБ_27;116;1000;32.09;0.35;24.09.2019;91;21.12.2021
RU000A0JW1Z7;РСХБ_28;110.7;1000;32.09;0;25.09.2019;91;22.12.2021
RU000A0JQK64;РСХБ_8;99.99;1000;34.9;7.86;14.11.2019;182;14.11.2019
RU000A0JQK72;РСХБ_9;99.36;1000;34.9;7.86;14.11.2019;182;14.11.2019
RU000A0JXMQ8;РСХБ_БО_1P;101.75;1000;47.37;23.16;27.09.2019;182;25.09.2020
RU000A0JXUC1;РСХБ_БО_2P;100.98;1000;43.13;0.47;23.12.2019;182;21.06.2021
RU000A0ZYBT9;РСХБ_БО_3P;101.2;1000;41.88;19.56;01.10.2019;182;28.09.2021
RU000A0ZYJ42;РСХБ_БО_4P;100.65;1000;40.39;4.88;03.12.2019;182;09.12.2020
RU000A0ZYXJ4;РСХБ_БО-5Р;98.51;1000;36.9;21.29;11.09.2019;182;09.03.2022
RU000A0ZZPZ3;РСХБ_БО-6Р;102.26;1000;44.88;16.77;18.10.2019;182;14.10.2022
RU000A0ZZVQ0;РСХБ_БО-7Р;0;1000;52.93;10.07;22.11.2019;184;22.11.2038
RU000A1008F2;РСХБ_БО-8Р;100.5;1000;41.64;18.99;03.10.2019;182;02.04.2020
RU000A0JUW31;РСХБ_БО13;101;1000;27.67;24.94;05.07.2019;91;27.09.2024
RU000A0JUW72;РСХБ_БО14;100.9;1000;27.67;24.02;08.07.2019;91;30.09.2024
RU000A0JV3R1;РСХБ_БО15;101;1000;21.44;1.18;20.09.2019;91;13.12.2024
RU000A0JV987;РСХБ_БО17;100.15;1000;20.69;7.73;22.08.2019;91;13.02.2025
RU000A0JV805;РСХБ_БО8;111.19;1000;37.4;20.14;07.08.2019;91;29.01.2025
RU000A0JVWB3;РСХБ_БО9;100;1000;19.82;13.29;26.07.2019;91;17.10.2025
RU000A0JX2M2;РСЭКСМБ1Р1;103.25;1000;32.41;66.9;19.12.2019;182;10.12.2026
RU000A100BB0;РУСАБрБ1P1;101.1;1000;44.88;14.3;28.10.2019;182;16.04.2029
RU000A0JRF11;РУСАЛБАл08;84.95;1000;0.05;0.02;07.10.2019;182;05.04.2021
RU000A0JWDN6;РУСАЛБрБ01;92.83;1000;0.05;0.02;15.10.2019;182;07.04.2026
RU000A0JUUB9;РегИнв_01;0.25;1000;52.36;29.92;12.09.2019;182;12.09.2019
RU000A0JVNA4;РегИнв_Б01;0.15;1000;39.14;0;23.07.2019;182;19.07.2022
RU000A0JW2R2;РегИнв_Б02;0.38;1000;39.14;0;16.07.2019;182;12.01.2021
RU000A0JWE72;РегИнв_Б03;0.25;1000;39.14;0;17.10.2019;182;15.04.2021
RU000A0JWEP9;РегИнв_Б04;0.11;1000;39.14;0;21.10.2019;182;19.04.2021
RU000A0JWES3;РегИнв_Б05;0.14;1000;39.14;0;22.10.2019;182;20.04.2021
RU000A0JWG88;РегИнв_Б06;0.12;1000;39.14;0;05.11.2019;182;04.05.2021
RU000A0ZZ695;РедСофт1P1;100.74;1000;34.9;16.88;12.08.2019;91;11.05.2020
RU000A1000V6;РедСофт1P2;100.09;1000;33.66;15.16;15.08.2019;91;13.05.2021
RU000A0ZZV52;Роделен1Р1;100.54;805.4;8.27;0.55;24.07.2019;30;10.11.2021
RU000A0JUV57;Росбанк-А7;97;1000;10.03;4.55;04.10.2019;183;07.10.2024
RU000A0JVSG0;Росбанк-А8;100.25;1000;5.01;2.52;25.09.2019;183;29.09.2025
RU000A0JXUH0;Росбанк2P2;101.19;1000;43.35;7.07;27.11.2019;184;30.06.2020
RU000A0ZYH44;Росбанк2P3;0;1000;39.36;5.59;30.11.2019;183;02.12.2022
RU000A100220;Росбанк2P4;101.7;1000;44.87;36.29;31.07.2019;183;31.01.2022
RU000A100B16;Росбанк2P5;101.08;1000;42.62;14.21;26.10.2019;183;27.04.2021
RU000A0JX2F6;РосбанкБ11;100.91;1000;49.13;1.61;20.12.2019;183;20.12.2026
RU000A0JX2D1;РосбанкБ12;101.2;1000;49.13;1.61;20.12.2019;183;20.12.2026
RU000A0JWHT4;РосбанкБ14;98.79;1000;40.33;6.58;27.11.2019;184;27.05.2026
RU000A0JVWA5;РосбанкБ19;95;1000;5.01;1.56;30.10.2019;183;30.10.2025
RU000A0JWGS8;РосбанкБ20;93.77;1000;5.04;1.07;18.11.2019;184;18.05.2026
RU000A0JVNB2;РосбанкБ25;96.45;1000;4.96;4.08;28.07.2019;181;28.07.2025
RU000A0JWNB0;РосбанкБ26;100.11;1000;51.08;44.02;21.07.2019;181;21.07.2026
RU000A0JS6M0;РосбанкБО5;101.7;1000;49.38;17.81;21.10.2019;183;21.10.2023
RU000A0JVUY9;РосбанкБО8;95;1000;5.01;1.84;20.10.2019;183;20.10.2025
RU000A0JUV81;Росбн13ИП;103.56;1000;48.38;22.74;01.10.2019;183;01.10.2024
RU000A0JUJG1;Росбн14ИП;107.5;1000;30.25;29.92;27.06.2019;92;27.03.2024
RU000A0JUW23;Росбн15ИП;110.1;1000;29.72;25.15;10.07.2019;91;10.10.2024
RU000A0JWZT6;Росбн18ИП;104.7;1000;51.87;9.3;24.11.2019;184;24.11.2021
RU000A0ZYMD0;Росбн19ИП;99.18;1000;38.99;38.56;28.06.2019;182;28.12.2022
RU000A0ZYBG6;РосбнБ1P1;100.03;1000;41.86;19.9;30.09.2019;183;30.09.2020
RU000A0JWUB5;РосбнБО12;100.46;1000;49.65;24.02;29.09.2019;184;29.09.2026
RU000A0JUL67;РосбнБСО12;100;1000;0.1;0.06;30.07.2019;91;30.04.2024
RU000A0JUL91;РосбнБСО13;100;1000;0.07;0.05;30.07.2019;91;30.04.2024
RU000A0JULA0;РосбнБСО14;100;1000;0.05;0.03;30.07.2019;91;30.04.2024
RU000A0JULC6;РосбнБСО15;100;1000;0.02;0.02;30.07.2019;91;30.04.2024
RU000A0JUQN2;Росинтруд1;96.65;1000;700.55;38.63;05.02.2026;2557;05.02.2026
RU000A0JT940;Роснефть04;99.8;1000;39.39;14.07;21.10.2019;182;17.10.2022
RU000A0JT965;Роснефть05;100.1;1000;39.39;14.07;21.10.2019;182;17.10.2022
RU000A0JTYL2;Роснефть06;95.58;1000;34.9;4.22;03.12.2019;182;30.05.2023
RU000A0JTS06;Роснефть07;97.79;1000;36.4;20.6;13.09.2019;182;10.03.2023
RU000A0JTS22;Роснефть08;98.3;1000;36.4;20.6;13.09.2019;182;10.03.2023
RU000A0JTYM0;Роснефть09;94.18;1000;34.9;4.22;03.12.2019;182;30.05.2023
RU000A0JTYN8;Роснефть10;96.1;1000;34.9;4.22;03.12.2019;182;30.05.2023
RU000A0JUFU0;РоснефтьБ1;102.1;1000;44.38;32.67;13.08.2019;182;06.02.2024
RU000A0JUCS1;РоснефтьБ5;100.5;1000;43.63;2.16;16.12.2019;182;11.12.2023
RU000A0JUCR3;РоснефтьБ6;100.37;1000;43.63;2.16;16.12.2019;182;11.12.2023
RU000A0JUFV8;РоснефтьБ7;102.5;1000;44.38;32.67;13.08.2019;182;06.02.2024
RU000A0JX132;Роснфт1P1;100;1000;19.57;4.52;04.09.2019;91;25.11.2026
RU000A0JX355;Роснфт1P2;103.6;1000;46.82;1.29;20.12.2019;182;11.12.2026
RU000A0JX413;Роснфт1P3;0;1000;47.37;47.11;27.06.2019;182;17.12.2026
RU000A0JXQK2;Роснфт1P4;102.46;1000;43.13;13.03;31.10.2019;182;22.04.2027
RU000A0JXR68;Роснфт1P5;0;1000;21.44;9.66;15.08.2019;91;08.05.2025
RU000A0JXXD3;Роснфт1P6;0;1000;42.38;35.86;24.07.2019;182;14.07.2027
RU000A0JXXE1;Роснфт1P7;100.7;1000;42.38;35.86;24.07.2019;182;14.07.2027
RU000A0ZYCP5;Роснфт1P8;0;1000;39.14;16.35;10.10.2019;182;30.09.2027
RU000A0ZYJH7;Роснфт2P1;100.02;1000;39.14;4.52;04.12.2019;182;24.11.2027
RU000A0ZYJJ3;Роснфт2P2;100.02;1000;39.14;4.52;04.12.2019;182;24.11.2027
RU000A0ZYLG5;Роснфт2P3;0;1000;38.64;1.27;19.12.2019;182;09.12.2027
RU000A0ZYT40;Роснфт2P4;98.7;1000;37.4;27.12;15.08.2019;182;03.02.2028
RU000A0ZYVU5;Роснфт2P5;97.5;1000;36.4;23.4;30.08.2019;182;18.02.2028
RU000A1008P1;Роснфт2P6;103.3;1000;21.69;19.55;05.07.2019;91;23.03.2029
RU000A1008Q9;Роснфт2P7;0;1000;21.69;19.55;05.07.2019;91;23.03.2029
RU000A0JV235;РоснфтБО10;100.4;1000;46.87;5.15;05.12.2019;182;28.11.2024
RU000A0JV243;РоснфтБО11;100.4;1000;46.87;5.15;05.12.2019;182;28.11.2024
RU000A0JV250;РоснфтБО12;100.4;1000;46.87;5.15;05.12.2019;182;28.11.2024
RU000A0JV268;РоснфтБО13;100.4;1000;46.87;5.15;05.12.2019;182;28.11.2024
RU000A0JV227;РоснфтБО14;100.4;1000;46.87;5.15;05.12.2019;182;28.11.2024
RU000A0JV276;РоснфтБО15;100;1000;19.57;4.3;05.09.2019;91;03.12.2020
RU000A0JV292;РоснфтБО16;100;1000;19.57;4.3;05.09.2019;91;03.12.2020
RU000A0JV284;РоснфтБО17;100;1000;19.57;4.3;05.09.2019;91;03.12.2020
RU000A0JV763;РоснфтБО18;100;1000;21.19;15.14;22.07.2019;91;18.01.2021
RU000A0JV789;РоснфтБО19;100;1000;21.19;15.14;22.07.2019;91;18.01.2021
RU000A0JV1W5;РоснфтБО2;101.4;1000;46.87;5.15;05.12.2019;182;28.11.2024
RU000A0JV7A8;РоснфтБО20;100;1000;21.19;15.14;22.07.2019;91;18.01.2021
RU000A0JV7D2;РоснфтБО21;100;1000;21.19;15.14;22.07.2019;91;18.01.2021
RU000A0JV7C4;РоснфтБО22;100.02;1000;21.19;15.14;22.07.2019;91;18.01.2021
RU000A0JV7B6;РоснфтБО23;100;1000;21.19;15.14;22.07.2019;91;18.01.2021
RU000A0JV2A9;РоснфтБО24;102.06;1000;19.57;4.3;05.09.2019;91;03.12.2020
RU000A0JV797;РоснфтБО25;100;1000;21.19;15.14;22.07.2019;91;18.01.2021
RU000A0JV771;РоснфтБО26;100;1000;21.19;15.14;22.07.2019;91;18.01.2021
RU000A0JV1X3;РоснфтБО3;106.2;1000;46.87;5.15;05.12.2019;182;28.11.2024
RU000A0JV1Y1;РоснфтБО4;109.93;1000;46.87;5.15;05.12.2019;182;28.11.2024
RU000A0JV201;РоснфтБО8;100.4;1000;46.87;5.15;05.12.2019;182;28.11.2024
RU000A0JV219;РоснфтБО9;105.68;1000;46.87;5.15;05.12.2019;182;28.11.2024
RU000A0JXVM8;РоссетБ1Р1;101.09;1000;40.64;37.29;11.07.2019;182;07.07.2022
RU000A0JWRM8;РоссетиБО2;0;1000;45.62;30.08;27.08.2019;182;18.08.2026
RU000A0JWRN6;РоссетиБО3;0;1000;45.62;30.08;27.08.2019;182;18.08.2026
RU000A0JVZ94;РоссетиБО5;103;1000;56.1;10.17;22.11.2019;182;14.11.2025
RU000A0JVZP6;РоссетиБО6;0;1000;51.31;6.2;03.12.2019;182;31.10.2045
RU000A0JWTN2;Ростел1P1R;100.2;1000;45.87;24.45;19.09.2019;182;10.09.2026
RU000A0JXPN8;Ростел1P2R;102.35;1000;43.13;14.93;23.10.2019;182;14.04.2027
RU000A0ZYG52;Ростел1P3R;99.6;1000;38.39;7.59;19.11.2019;182;09.11.2027
RU000A0ZYYE3;Ростел1P4R;97.25;1000;35.65;20.18;13.09.2019;182;03.03.2028
RU000A100881;Ростел1P5R;101.55;1000;42.13;19.45;02.10.2019;182;21.03.2029
RU000A0JVFC6;РостелБО-1;96.5;1000;38.64;7.01;22.11.2019;182;16.05.2025
RU000A0ZZ9X2;РоялКапБО1;100.85;1000;38.64;5.1;13.09.2019;91;12.06.2020
RU000A0ZZWG9;РоялКапБО2;101.21;1000;42.38;10.25;03.09.2019;91;01.12.2020
RU000A0JXTQ3;РусГидрБП5;100.86;1000;40.89;2.7;13.12.2019;182;12.06.2020
RU000A0JRFN1;РусГидро01;102.99;1000;47.37;18.74;14.10.2019;182;12.04.2021
RU000A0JRFP6;РусГидро02;103.84;1000;47.37;18.74;14.10.2019;182;12.04.2021
RU000A0JTMG7;РусГидро07;75.29;1000;0.5;0.38;08.08.2019;182;02.02.2023
RU000A0JTMK9;РусГидро08;74.59;1000;0.5;0.38;08.08.2019;182;02.02.2023
RU000A0JVD25;РусГидро09;98.2;1000;37.4;13.15;22.10.2019;182;15.04.2025
RU000A0JWPZ4;РусфинБ1P1;100.09;1000;4.96;3.67;12.08.2019;181;12.08.2026
RU000A0JXLE6;РусфинБ1P2;100.99;1000;47.88;24.86;22.09.2019;183;23.03.2020
RU000A0JW5J2;РусфинБО12;100.1;1000;39.67;26.3;26.08.2019;181;26.02.2021
RU000A0JUT69;Русфинан12;101.54;1000;49.61;34.08;22.08.2019;182;22.08.2019
RU000A0JRU20;СЗКК_03;98;962;39.43;16.25;11.10.2019;182;26.09.2031
RU000A0JRU46;СЗКК_04;89.83;962;39.43;16.25;11.10.2019;182;26.09.2031
RU000A0JWBK6;СИБУРХол10;120.5;1000;52.36;26.47;24.09.2019;182;17.03.2026
RU000A0JWNV8;СИБУРХол11;100.31;1000;48.12;38.86;31.07.2019;182;22.07.2026
RU000A0JWU72;СИБУРХол12;0;1000;48.12;24.06;25.09.2019;182;16.09.2026
RU000A0JXVE5;СИНХФБО1P1;101.05;1000;44.38;41.21;09.07.2019;182;05.07.2022
RU000A0JXJM3;СМП_02;0;1000;42.38;0.93;21.12.2019;182;26.06.2019
RU000A0JXJP6;СМП_03;0;1000;43.63;1.2;20.12.2019;182;26.06.2019
RU000A0JVVK6;СМП_БО-01;0;1000;19.82;14.81;19.07.2019;91;10.10.2025
RU000A0JVVP5;СМП_БО-02;0;1000;19.82;14.16;22.07.2019;91;13.10.2025
RU000A0JVVT7;СМП_БО-03;0;1000;19.82;13.94;23.07.2019;91;14.10.2025
RU000A0ZYXM8;СМСФИН_БО1;0;1000;74.79;43.15;11.09.2019;182;08.03.2023
RU000A0JV0P1;СОЮЗ_БО-01;99;1000;37.65;6.83;22.11.2019;182;22.11.2019
RU000A0JVHS8;СОЮЗ_БО-04;98;1000;37.65;2.69;12.12.2019;182;11.06.2020
RU000A0JV0Q9;СОЮЗ_БО-06;100.04;1000;37.65;6.83;22.11.2019;182;22.11.2019
RU000A0ZYHX8;СПбГО35001;99.45;1000;38.39;4.43;04.12.2019;182;28.05.2025
RU000A0ZYKJ1;СПбГО35002;100;1000;38.15;2.52;13.12.2019;182;04.12.2026
RU000A0JRKC4;СПбТел_01;100.3;1000;42.38;2.79;13.12.2019;182;11.06.2021
