Time,MOEX,LKOH,SBER,GAZP,NVTK
14.06.2019,10:43:10,274825.000000,5210.500000,242.050000,234.290000,1309.800000
14.06.2019,10:43:20,274825.000000,5211.000000,241.990000,234.230000,1309.800000
14.06.2019,10:43:30,274825.000000,5210.500000,241.970000,234.180000,1309.800000
14.06.2019,10:43:40,274825.000000,5211.000000,241.950000,234.190000,1309.800000
14.06.2019,10:43:50,274825.000000,5210.500000,241.950000,234.190000,1309.800000
14.06.2019,10:44:00,274750.000000,5210.000000,241.980000,234.150000,1309.400000
14.06.2019,10:44:10,274800.000000,5210.500000,242.050000,234.150000,1309.400000
14.06.2019,10:44:20,274775.000000,5210.500000,242.020000,234.150000,1309.400000
14.06.2019,10:44:30,274750.000000,5210.500000,241.980000,234.190000,1309.400000
14.06.2019,10:44:40,274725.000000,5210.000000,241.970000,234.010000,1310.600000
14.06.2019,10:44:50,274725.000000,5210.000000,241.920000,234.010000,1310.600000
14.06.2019,10:45:00,274750.000000,5210.000000,241.990000,234.180000,1310.600000
14.06.2019,10:45:10,274775.000000,5210.500000,242.000000,234.190000,1310.600000
14.06.2019,10:45:21,274800.000000,5210.500000,242.040000,234.240000,1310.600000
14.06.2019,10:45:30,274800.000000,5210.500000,241.990000,234.240000,1310.600000
14.06.2019,10:45:41,274800.000000,5210.500000,241.810000,234.140000,1310.600000
14.06.2019,10:45:51,274725.000000,5208.500000,241.860000,234.090000,1310.600000
14.06.2019,10:46:01,274725.000000,5208.000000,241.770000,234.090000,1310.600000
14.06.2019,10:46:11,274525.000000,5207.000000,241.440000,233.850000,1308.600000
14.06.2019,10:46:21,274475.000000,5208.000000,241.520000,233.780000,1309.200000
14.06.2019,10:46:31,274550.000000,5208.500000,241.430000,233.900000,1309.200000
14.06.2019,10:46:41,274475.000000,5208.000000,241.380000,233.840000,1309.200000
14.06.2019,10:46:51,274500.000000,5207.000000,241.350000,233.970000,1309.200000
14.06.2019,10:47:01,274425.000000,5208.500000,241.220000,233.830000,1308.000000
14.06.2019,10:47:11,274450.000000,5208.500000,241.140000,234.000000,1309.200000
14.06.2019,10:47:21,274525.000000,5209.500000,241.190000,233.950000,1309.200000
14.06.2019,10:47:31,274525.000000,5210.000000,241.470000,233.950000,1309.200000
14.06.2019,10:47:41,274525.000000,5209.500000,241.380000,233.950000,1309.200000
14.06.2019,10:47:51,274550.000000,5209.000000,241.630000,234.010000,1308.000000
14.06.2019,10:48:01,274550.000000,5208.000000,241.490000,234.000000,1308.000000
14.06.2019,10:48:11,274550.000000,5208.000000,241.500000,234.140000,1308.000000
14.06.2019,10:48:21,274600.000000,5209.000000,241.490000,234.140000,1308.000000
14.06.2019,10:48:31,274600.000000,5209.000000,241.500000,234.160000,1308.000000
14.06.2019,10:48:41,274650.000000,5209.000000,241.440000,234.030000,1308.000000
14.06.2019,10:48:51,274575.000000,5210.000000,241.450000,234.030000,1308.400000
14.06.2019,10:49:01,274575.000000,5210.500000,241.520000,234.090000,1308.400000
14.06.2019,10:49:11,274600.000000,5210.500000,241.510000,234.100000,1308.400000
14.06.2019,10:49:21,274600.000000,5210.000000,241.590000,234.030000,1309.200000
14.06.2019,10:49:31,274650.000000,5211.000000,241.620000,234.030000,1309.200000
14.06.2019,10:49:41,274650.000000,5211.000000,241.770000,234.100000,1309.200000
