INSTRUMENT_ID;SUPERTYPE;ISIN
5831;Облигации;RU000A0JUPW5
5780;Облигации;RU000A0JV0P1
5781;Облигации;
5782;Облигации;
5783;Облигации;RU000A0JVHS8
5784;Облигации;
5785;Облигации;RU000A0JV0Q9
12299;Облигации;XS2015214757
9184;Облигации;XS1327117633
9442;Облигации;XS1434175730
9866;Облигации;XS1571345583
9906;Облигации;XS1590566193
10333;Облигации;XS1604405545
10429;Облигации;XS1637911451
10440;Облигации;XS1642546581
10476;Облигации;XS1654213294
10482;Облигации;XS1654229290
10487;Облигации;XS1654237129
10532;Облигации;XS1675776014
10619;Облигации;XS1708325748
10681;Облигации;XS1713519012
10687;Облигации;XS1718466250
10736;Облигации;XS1731601867
10751;Облигации;XS1708322133
10827;Облигации;XS1762858428
10839;Облигации;XS1764143597
10880;Облигации;XS1783223206
10895;Облигации;XS1713519368
10933;Облигации;XS1799164790
11019;Облигации;XS1807420937
11062;Облигации;XS1819608172
11065;Облигации;XS1820831607
11072;Облигации;XS1801889830
11131;Облигации;XS1833629253
11138;Облигации;XS1838071964
11194;Облигации;XS1857100413
11252;Облигации;XS1859436070
11312;Облигации;XS1859436401
11313;Облигации;XS1870376461
11317;Облигации;XS1873963794
11327;Облигации;XS1822383094
11333;Облигации;XS1878009866
11423;Облигации;XS1892856128
11466;Облигации;XS1900962892
11473;Облигации;XS1904686661
11493;Облигации;XS1903464391
11494;Облигации;XS1894115705
11507;Облигации;XS1917700723
11644;Облигации;XS1923604984
11676;Облигации;XS1927711454
11727;Облигации;XS1937694625
11732;Облигации;XS1943597994
11740;Облигации;XS1949598855
11778;Облигации;XS1952156344
11779;Облигации;XS1954534621
11780;Облигации;XS1953826978
11808;Облигации;XS1960651641
11812;Облигации;XS1962541709
11813;Облигации;XS1963835902
11875;Облигации;XS1946763361
11881;Облигации;XS1967593796
11894;Облигации;XS1982161603
11905;Облигации;XS1985081444
12245;Облигации;XS1998798984
12278;Облигации;XS2004904285
12289;Облигации;XS2009879425
6310;Облигации;XS0810596832
5902;Облигации;RU000A0JV441
6080;Облигации;XS0993162683
9003;Облигации;XS0524610812
9004;Облигации;XS0559915961
9050;Облигации;XS0800817073
9385;Облигации;XS1084024584
6083;Облигации;XS0848137708
9384;Облигации;XS1040726587
9538;Облигации;XS0885733153
6092;Облигации;XS0191754729
6097;Облигации;XS0316524130
9520;Облигации;XS0906946008
5104;Облигации;
5102;Облигации;
5103;Облигации;
5105;Облигации;
5106;Облигации;
5107;Облигации;RU000A0JUTB1
5111;Облигации;
5108;Облигации;
5110;Облигации;
5113;Облигации;
5284;Облигации;
5285;Облигации;
11622;Облигации;
9749;Облигации;RU000A0JX2M2
9060;Облигации;XS0830192711
6093;Облигации;XS0997544860
9503;Облигации;XS1405775377
5745;Облигации;RU000A0JUD34
6140;Ипотечные сертификаты участия;RU000A0JUW49
3092;Инвестиционные паи;RU000A0JR0A9
8918;Облигации;RU000A0JVJY2
8916;Облигации;RU000A0JVHJ7
4009;Облигации;RU000A0JS1A6
4010;Облигации;RU000A0JS1B4
4604;Облигации;RU000A0JTCV7
4605;Облигации;RU000A0JTD52
5577;Облигации;RU000A0JUBT1
5578;Облигации;RU000A0JUC19
4430;Облигации;RU000A0JSKJ7
5394;Облигации;RU000A0JU3J9
5895;Облигации;RU000A0JUJ87
8841;Облигации;RU000A0JV7G5
8842;Облигации;RU000A0JV755
7061;Облигации;RU000A0JV1C7
7062;Облигации;RU000A0JV1B9
8596;Облигации;RU000A0JV326
8597;Облигации;RU000A0JV318
5779;Облигации;RU000A0JUJE6
8910;Облигации;RU000A0JVAJ2
8911;Облигации;RU000A0JVAQ7
8561;Облигации;RU000A0JV1U9
8562;Облигации;RU000A0JV1V7
5665;Облигации;RU000A0JUE66
5955;Облигации;RU000A0JUQ54
9130;Облигации;RU000A0JVU81
8653;Облигации;RU000A0JV664
5968;Облигации;RU000A0JUPU9
5951;Облигации;RU000A0JUPF0
8646;Облигации;RU000A0JV508
8614;Облигации;RU000A0JV3S9
7067;Облигации;RU000A0JV169
7068;Облигации;RU000A0JV185
9729;Облигации;RU000A0JX2L4
3217;Инвестиционные паи;RU000A0JR555
4607;Облигации;
4608;Облигации;
4609;Облигации;
8909;Облигации;RU000A0JVB35
9250;Облигации;RU000A0JVTM6
9399;Облигации;RU000A0JWF30
5616;Облигации;RU000A0JUCX1
6175;Облигации;RU000A0JUZU8
10970;Облигации;RU000A100790
5928;Инвестиционные паи;RU000A0JUN16
11470;Облигации;RU000A0ZZV52
3755;Инвестиционные паи;RU000A0JRSS3
3757;Инвестиционные паи;RU000A0JRST1
3758;Инвестиционные паи;RU000A0JRXV7
4850;Инвестиционные паи;RU000A0JTPA3
1027;Инвестиционные паи;RU000A0JPCF8
1087;Инвестиционные паи;RU000A0JPJ35
5947;Инвестиционные паи;RU000A0JUKK1
243;Акции;RU0008960828
3214;Облигации;
3918;Акции;RU0009089825
3977;Акции;RU0006753456
4045;Облигации;RU000A0JVA77
3006;Облигации;
4965;Облигации;
4967;Облигации;
4968;Облигации;
1687;Акции;RU000A0JP1N2
2439;Акции;RU000A0JP1P7
10338;Облигации;RU000A0JXT58
5871;Облигации;RU000A0JUG56
7057;Облигации;RU000A0JUG80
7058;Облигации;RU000A0JUG98
8844;Облигации;RU000A0JUG72
10475;Облигации;XS1589324075
9062;Облигации;XS1298447019
4021;Облигации;RU000A0JS1F5
4237;Облигации;RU000A0JS793
4224;Облигации;RU000A0JS710
5279;Облигации;RU000A0JUD42
9057;Облигации;RU000A0JVV49
9542;Облигации;RU000A0JWWG0
6091;Облигации;XS0864383723
10261;Облигации;XS1503160571
10396;Облигации;RU000A0JXU89
10750;Облигации;RU000A0ZYXM8
9913;Облигации;RU000A0JXQQ9
11841;Облигации;RU000A1007U3
11506;Облигации;RU000A0ZZYF7
9269;Облигации;RU000A0JWA92
4243;Облигации;RU000A0JSL87
4613;Облигации;RU000A0JTEM2
9192;Облигации;RU000A0JW118
5769;Ипотечные сертификаты участия;RU000A0JUGA0
5795;Облигации;RU000A0JUJW8
11768;Облигации;RU000A100535
8784;Облигации;RU000A0JVBF8
11663;Облигации;RU000A100725
9417;Облигации;RU000A0JWL32
3528;Инвестиционные паи;RU000A0JRHC0
5774;Облигации;RU000A0JUHV4
11430;Облигации;RU000A0ZZXT0
9871;Облигации;RU000A0JXM22
10883;Облигации;RU000A0ZYJ26
10924;Облигации;RU000A0ZZ0R3
11434;Облигации;RU000A0ZZV03
11868;Облигации;RU000A100FY3
10760;Облигации;RU000A0ZYVY7
9974;Инвестиционные паи;RU000A0JXP78
10737;Облигации;RU000A0ZYM21
11872;Облигации;
9118;Облигации;RU000A0JVZB6
10431;Облигации;RU000A0JXVG0
10931;Облигации;RU000A0ZZ2A5
10821;Облигации;RU000A0ZYU54
11322;Облигации;RU000A0ZZNL8
11436;Облигации;RU000A0ZZS73
11278;Облигации;RU000A0ZZKW1
8833;Облигации;RU000A0JVCL4
9011;Облигации;RU000A0JVW55
9012;Облигации;RU000A0JVX62
9163;Облигации;RU000A0JW8X7
9166;Облигации;RU000A0JWCP3
9167;Облигации;RU000A0JWCU3
9168;Облигации;RU000A0JWD65
9169;Облигации;RU000A0JWD73
10599;Облигации;RU000A0ZYE96
10866;Облигации;RU000A0ZZ0D3
11407;Облигации;RU000A0ZZR90
11046;Облигации;RU000A0ZZ7R8
10761;Облигации;RU000A0ZYSS5
6105;Облигации;RU000A0JURT7
11319;Облигации;RU000A0ZYPB7
11103;Облигации;RU000A0ZZNM6
11492;Облигации;RU000A100584
5767;Облигации;RU000A0JUL18
9418;Облигации;RU000A0JWKQ4
9419;Облигации;RU000A0JWKP6
8902;Облигации;RU000A0JVFN3
8589;Облигации;RU000A0JV2K8
8590;Облигации;RU000A0JV2L6
9330;Облигации;RU000A0JWC25
8944;Облигации;RU000A0JVNC0
5748;Инвестиционные паи;RU000A0JTYP3
11792;Облигации;RU000A100FZ0
9154;Облигации;RU000A0JXTH2
9015;Облигации;RU000A0JWJQ6
9022;Облигации;RU000A0JVT43
9074;Облигации;RU000A0JVZA8
11165;Облигации;RU000A0ZZCX6
11646;Облигации;RU000A0ZZZY5
11502;Облигации;RU000A0ZZWQ8
11153;Облигации;RU000A0ZZCV0
5265;Облигации;
5266;Облигации;
5268;Облигации;
5269;Облигации;
5271;Облигации;
5272;Облигации;
11818;Облигации;
11254;Облигации;RU000A0ZZFP5
11499;Облигации;RU000A0ZZX35
11104;Облигации;RU000A0ZZAR2
11166;Облигации;RU000A0ZZDQ8
11450;Облигации;RU000A1001K7
11767;Облигации;RU000A1004R6
11892;Облигации;RU000A100AM9
11459;Облигации;RU000A0ZZUR0
12229;Облигации;RU000A100DC4
8826;Облигации;RU000A0JVE40
9378;Облигации;RU000A0JWAT9
2451;Облигации;RU000A0JQ5C5
11774;Облигации;RU000A1004Z9
6195;Облигации;RU000A0JUZN3
5250;Облигации;
9943;Облигации;RU000A0JXQH8
5252;Облигации;
11890;Облигации;RU000A1009Z8
5253;Облигации;
5255;Облигации;RU000A0JVD17
5256;Облигации;RU000A0JWCK4
9945;Облигации;RU000A0JXQM8
9983;Облигации;RU000A0JXRL8
10049;Облигации;RU000A0JXSR3
10477;Облигации;RU000A0JXY10
10478;Облигации;RU000A0JXY28
5018;Облигации;RU000A0JXVY3
9293;Облигации;RU000A0JX8E6
11480;Облигации;RU000A0ZZWJ3
11626;Облигации;RU000A0ZZYP6
12228;Облигации;RU000A100CG7
3337;Инвестиционные паи;RU000A0JR7Y4
4914;Инвестиционные паи;RU000A0JTQH6
3333;Инвестиционные паи;RU000A0JR7V0
3338;Инвестиционные паи;RU000A0JR7W8
4959;Облигации;RU000A0JTV50
4960;Облигации;
4961;Облигации;
11847;Облигации;RU000A100CT0
6160;Инвестиционные паи;RU000A0JUR61
9550;Облигации;RU000A0JWTJ0
10345;Облигации;RU000A0ZY9T1
10709;Облигации;
11044;Облигации;RU000A0ZZ8A2
11069;Облигации;RU000A0ZZAT8
11724;Облигации;RU000A1006C3
4633;Облигации;RU000A0JTER1
5296;Облигации;RU000A0JU179
6217;Облигации;RU000A0JVYD5
6218;Облигации;RU000A0JW4F3
6106;Облигации;RU000A0JURQ3
6212;Облигации;RU000A0JV0G0
6107;Облигации;RU000A0JURP5
9416;Облигации;RU000A0JWWX5
6123;Облигации;RU000A0JWWJ4
6124;Облигации;RU000A0JWWH8
6125;Облигации;
6126;Облигации;
9300;Облигации;
6064;Облигации;RU000A0JUUB9
8790;Облигации;RU000A0JVNA4
9170;Облигации;RU000A0JW2R2
9171;Облигации;RU000A0JWE72
9172;Облигации;RU000A0JWEP9
9173;Облигации;RU000A0JWES3
9174;Облигации;RU000A0JWG88
5384;Облигации;RU000A0JU6M6
11678;Облигации;
5385;Облигации;RU000A0JWPF6
11763;Облигации;RU000A1004S4
5386;Облигации;RU000A0JVUS1
11862;Облигации;
5387;Облигации;RU000A0JVXS5
11873;Облигации;RU000A100F95
5388;Облигации;RU000A0JWVT5
5433;Облигации;RU000A0ZYA74
9254;Облигации;RU000A0ZYLB6
9255;Облигации;
9256;Облигации;RU000A0JWQX7
9257;Облигации;RU000A0JXN13
9258;Облигации;
9259;Облигации;
9260;Облигации;RU000A0JWLJ7
9253;Облигации;
10565;Облигации;
11008;Облигации;RU000A0ZZ695
11628;Облигации;RU000A1000V6
7045;Облигации;RU000A0JUQN2
11070;Облигации;RU000A0ZZ9X2
11488;Облигации;RU000A0ZZWG9
6038;Облигации;RU000A0JUT69
9515;Облигации;RU000A0JWPZ4
9853;Облигации;RU000A0JXLE6
4937;Облигации;
4938;Облигации;
4944;Облигации;RU000A0JW5J2
4945;Облигации;
9403;Облигации;RU000A0JWKY8
9404;Облигации;RU000A0JXMB0
9405;Облигации;RU000A0JXPT5
10334;Облигации;RU000A0ZYZS0
10335;Облигации;RU000A0ZYB81
10336;Облигации;RU000A0ZYL30
10613;Облигации;
10614;Облигации;RU000A0ZYLR2
10615;Облигации;
9701;Облигации;RU000A0JXFC2
11645;Облигации;RU000A0ZZZN8
9181;Облигации;RU000A0JW8G2
2965;Облигации;RU000A0JQXR7
5357;Облигации;RU000A0JU336
9276;Облигации;
9610;Облигации;RU000A0JWWW7
9277;Облигации;
11265;Облигации;RU000A0ZZG93
9278;Облигации;
9279;Облигации;
9280;Облигации;
9281;Облигации;
9282;Облигации;
9283;Облигации;
9284;Облигации;
9285;Облигации;
9286;Облигации;
9287;Облигации;
10434;Облигации;RU000A0JXVE5
3710;Облигации;RU000A0JRU20
3711;Облигации;RU000A0JRU46
10829;Облигации;
11331;Облигации;
8791;Облигации;RU000A0JVED7
11147;Облигации;RU000A0ZZEA0
11320;Облигации;RU000A0ZZMQ9
11500;Облигации;RU000A0ZZY42
11782;Облигации;RU000A1005N2
9848;Облигации;RU000A0JXLU2
11455;Облигации;RU000A0ZZW44
11656;Облигации;RU000A0ZZZQ1
10682;Облигации;RU000A0ZYMF5
11490;Облигации;RU000A0ZZYV4
5993;Облигации;RU000A0JUQW3
6128;Облигации;RU000A0JV334
11633;Облигации;RU000A100AA4
8921;Инвестиционные паи;RU000A0JVJA2
8756;Инвестиционные паи;RU000A0JUTH8
12242;Облигации;RU000A100DM3
3702;Инвестиционные паи;RU000A0JRTR3
5526;Инвестиционные паи;RU000A0JU971
9121;Инвестиционные паи;RU000A0JVUA9
8827;Облигации;RU000A0JVE57
10922;Облигации;RU000A0ZZ4Z8
11143;Облигации;RU000A0ZZC22
11861;Облигации;RU000A100E70
8809;Облигации;RU000A0JVC42
5892;Облигации;RU000A0JUJP2
2868;Инвестиционные паи;RU000A0JQUE1
11795;Облигации;RU000A100741
10402;Облигации;RU000A0JXY85
10927;Облигации;RU000A0ZZ141
10928;Облигации;RU000A0ZZ158
5016;Инвестиционные паи;RU000A0JTVY1
11325;Инвестиционные паи;RU000A0ZZTQ4
11762;Инвестиционные паи;RU000A1006V3
11392;Инвестиционные паи;RU000A0ZZCD8
11261;Инвестиционные паи;RU000A0JVKZ7
3400;Инвестиционные паи;RU000A0JRBT7
8919;Ипотечные сертификаты участия;RU000A0JVEZ0
8914;Инвестиционные паи;RU000A0JUZ61
2910;Инвестиционные паи;RU000A0JNK00
2911;Инвестиционные паи;RU000A0JNK34
876;Инвестиционные паи;RU000A0JP4U1
5137;Ипотечные сертификаты участия;RU000A0JTXM2
1529;Инвестиционные паи;RU000A0JPY69
738;Инвестиционные паи;RU000A0JNUM1
1516;Инвестиционные паи;RU000A0JPWL4
2857;Инвестиционные паи;RU000A0JQT81
1121;Инвестиционные паи;RU000A0JPKJ3
1099;Инвестиционные паи;RU000A0JPJR8
9785;Инвестиционные паи;RU000A0JX1H4
4370;Инвестиционные паи;RU000A0JSGF3
5532;Инвестиционные паи;RU000A0JU0G1
10538;Инвестиционные паи;RU000A0JURB5
3334;Инвестиционные паи;RU000A0JR7Z1
3335;Инвестиционные паи;RU000A0JR811
3336;Инвестиционные паи;RU000A0JR7X6
1068;Инвестиционные паи;RU000A0JPGC6
11280;Инвестиционные паи;RU000A0ZZ422
865;Инвестиционные паи;RU000A0JP450
8913;Инвестиционные паи;RU000A0JVGM3
4299;Инвестиционные паи;RU000A0JS991
8930;Инвестиционные паи;RU000A0JVGP6
10834;Облигации;RU000A0ZYSE5
11784;Облигации;RU000A1009R5
9071;Облигации;RU000A0JVXW7
4271;Облигации;RU000A0JS8R5
9193;Облигации;RU000A0JVZF7
9194;Облигации;RU000A0JVZG5
8701;Облигации;RU000A0JVE65
4315;Облигации;RU000A0JTD37
5661;Облигации;RU000A0JUDX9
9138;Облигации;RU000A0JVUG6
9766;Облигации;RU000A0JX3X7
11469;Облигации;RU000A0ZZUZ3
11887;Облигации;RU000A100AP2
3282;Облигации;
3283;Облигации;
3284;Облигации;
3285;Облигации;
5226;Облигации;RU000A0JTZG9
5420;Облигации;
5421;Облигации;
5422;Облигации;
10913;Облигации;RU000A0ZZ0L6
5541;Облигации;
11866;Облигации;RU000A100A41
5543;Облигации;RU000A0JWC66
9389;Облигации;RU000A0JWKL5
11629;Облигации;RU000A1003N7
8605;Облигации;RU000A0JXW87
10868;Облигации;RU000A0ZZ0Q5
5172;Облигации;RU000A0JU8S9
9920;Облигации;RU000A0JXPH0
5173;Облигации;
5174;Облигации;
10533;Облигации;RU000A0ZYAQ7
10926;Облигации;RU000A0ZZ1F6
10686;Облигации;RU000A0ZYJX4
11015;Облигации;RU000A0ZZNV7
11660;Облигации;RU000A100303
11135;Облигации;RU000A0ZZAE0
11271;Облигации;RU000A0ZZGZ2
11796;Облигации;RU000A1006B5
1658;Инвестиционные паи;RU000A0JPZP8
1655;Инвестиционные паи;RU000A0JPZL7
2512;Инвестиционные паи;RU000A0JQ797
6228;Инвестиционные паи;RU000A0JUKR6
3672;Инвестиционные паи;RU000A0JRRN6
2777;Инвестиционные паи;RU000A0JQP77
2778;Инвестиционные паи;RU000A0JQPA9
2776;Инвестиционные паи;RU000A0JQP93
4554;Инвестиционные паи;RU000A0JT8U8
12251;Облигации;RU000A100GK0
3917;Акции;RU000A0JPGE2
4638;Акции;RU000A0JTFH9
4845;Акции;RU000A0JTN19
1747;Акции;RU000A0J2QG8
5025;Облигации;RU000A0JTWT9
10708;Облигации;RU000A0ZYLK7
3293;Акции;RU000A0JQW11
3294;Акции;RU000A0JQW29
4571;Акции;RU000A0JT7Y2
10559;Облигации;RU000A0ZYHW0
269;Акции;RU000A0D8MR7
5082;Облигации;RU000A0JVYM6
5083;Облигации;
5084;Облигации;
5085;Облигации;RU000A0JWR51
9752;Облигации;RU000A0JX3H0
3976;Акции;RU000A0JQ5X1
8851;Облигации;RU000A0JVB19
8852;Облигации;RU000A0JVB27
9014;Облигации;RU000A0JVKH5
9732;Облигации;RU000A0JX1S1
9434;Облигации;RU000A0JWLU4
2661;Облигации;RU000A0JVW71
2664;Облигации;RU000A0JWD57
2665;Облигации;
5059;Облигации;RU000A0JTZM7
5060;Облигации;RU000A0JUCG6
5061;Облигации;RU000A0JXJK7
5062;Облигации;RU000A0JU542
5063;Облигации;RU000A0JU7B7
5064;Облигации;RU000A0JVJS4
5065;Облигации;RU000A0JU9M0
5066;Облигации;RU000A0JUX71
5067;Облигации;RU000A0JWHU2
5069;Облигации;RU000A0JTY57
5070;Облигации;RU000A0JUPZ8
5071;Облигации;
3540;Облигации;RU000A0JRKC4
3541;Облигации;RU000A0JRKD2
3542;Облигации;RU000A0JRKM3
4113;Облигации;RU000A0JS3M7
4109;Облигации;RU000A0JS3L9
3742;Облигации;RU000A0JRVU3
1626;Акции;RU0009100911
2905;Облигации;
3898;Акции;RU000A0B66V1
3973;Акции;RU000A0JRUT7
3915;Акции;RU0009098123
3916;Акции;RU0009098131
183;Акции;RU000A0JP0Q7
9613;Облигации;XS1506500039
8668;Облигации;XS0922301717
5399;Облигации;RU000A0JU5W7
1280;Акции;RU0009100507
1281;Акции;RU0006765096
11641;Облигации;RU000A0ZZZ17
8788;Акции;RU000A0JVA36
9426;Облигации;RU000A0JWLX8
10444;Облигации;RU000A0JXZM9
3892;Акции;RU000A0JP468
96;Акции;RU000A0JP4J4
10051;Акции;RU000A0JXS91
4471;Акции;RU000A0JS5T7
1246;Акции;RU0007661385
3747;Акции;RU0007976957
3748;Акции;RU0007976965
4132;Облигации;RU000A0JS3U0
9731;Облигации;RU000A0JX2P5
3651;Облигации;RU000A0JWH87
9753;Облигации;RU000A0JX2X9
3652;Облигации;RU000A0JVEQ9
9797;Облигации;RU000A0JX9X4
3653;Облигации;RU000A0JVFD4
5243;Облигации;RU000A0JUML5
5244;Облигации;RU000A0JWGC2
5245;Облигации;RU000A0JVHF5
5246;Облигации;RU000A0JWGD0
5247;Облигации;RU000A0JWX04
5248;Облигации;RU000A0JX2Q3
9045;Облигации;RU000A0JVUK8
9136;Облигации;RU000A0JVXZ0
9632;Облигации;RU000A0JWYQ5
9686;Облигации;RU000A0JWZY6
4206;Облигации;
186;Акции;RU000A0D8MM8
3952;Акции;RU0006929536
11018;Облигации;RU000A0ZZ5A8
2875;Акции;RU0009059216
2876;Акции;RU0009100176
1204;Акции;RU000A0HL5M1
5262;Облигации;RU000A0JVG89
5263;Облигации;RU000A0JWFE0
4258;Акции;RU000A0JS2M9
3894;Акции;RU0009288658
9998;Облигации;RU000A0JXUU3
3954;Акции;RU0009046460
3955;Акции;RU0007964789
1249;Акции;RU000A0DQWJ9
1253;Акции;RU0007984761
1251;Акции;RU000A0D8L73
1252;Акции;RU000A0D8L57
8586;Облигации;RU000A0JV102
4452;Облигации;
4454;Облигации;
4455;Облигации;
9140;Облигации;RU000A0JVYN4
9141;Облигации;RU000A0JVYP9
4464;Акции;RU0006334372
4463;Акции;RU0006334380
4157;Облигации;RU000A0JS5E9
4168;Облигации;RU000A0JS5M2
5375;Облигации;
5376;Облигации;RU000A0JVUN2
5377;Облигации;RU000A0JVUP7
5378;Облигации;
1633;Акции;RU0009034268
10925;Акции;RU000A0ZYHF5
4001;Акции;RU000A0JS199
3693;Акции;RU000A0JQG78
3692;Акции;RU000A0JQG86
7999;Акции;RU000A0JQ7U3
5463;Облигации;RU000A0JU807
5789;Облигации;
5790;Облигации;
5791;Облигации;
5792;Облигации;
10606;Акции;RU000A0ZYD22
4566;Акции;RU000A0JPG04
1190;Акции;RU0009062467
3323;Облигации;RU000A0JR878
2848;Облигации;RU000A0JWRE5
9910;Облигации;RU000A0JXNF9
10483;Облигации;RU000A0JXYL4
2850;Облигации;RU000A0JWK41
10604;Облигации;RU000A0ZYDS7
2851;Облигации;RU000A0JWRF2
10723;Облигации;RU000A0ZYLC4
10724;Облигации;RU000A0ZYLQ4
10893;Облигации;RU000A0ZYXV9
3598;Облигации;
3599;Облигации;
3600;Облигации;
3601;Облигации;
3602;Облигации;
3603;Облигации;
3605;Облигации;
3606;Облигации;
3607;Облигации;
3608;Облигации;
3609;Облигации;
3610;Облигации;
3611;Облигации;
3612;Облигации;
3613;Облигации;
3614;Облигации;
3615;Облигации;
3616;Облигации;RU000A0JUAN6
3617;Облигации;RU000A0JUAP1
3621;Облигации;
3622;Облигации;
3623;Облигации;
3624;Облигации;
3625;Облигации;
5734;Депозитарные расписки;US3682872078
22;Акции;RU000A0JNP96
5719;Облигации;RU000A0JW5C7
5720;Облигации;
5721;Облигации;
5722;Облигации;
9032;Акции;RU000A0JV532
4634;Акции;RU000A0JTAP3
5822;Акции;RU000A0JU229
7070;Облигации;
3342;Облигации;
1279;Акции;RU000A0JL4R1
9566;Облигации;RU000A0JWYJ0
9979;Облигации;RU000A0JXRF0
10609;Облигации;RU000A0ZYEM8
10729;Облигации;RU000A0ZYME8
11152;Облигации;RU000A0ZZZZ2
203;Акции;RU000A0F63G0
1538;Акции;RU0008992318
5932;Облигации;
5933;Облигации;
5934;Облигации;
5936;Облигации;
5937;Облигации;
9890;Акции;RU000A0JWW54
3746;Акции;RU0009091300
3959;Акции;RU0009086193
5970;Облигации;RU000A0JUP63
8703;Акции;RU000A0JV7V4
9129;Облигации;RU000A0JWCW9
3754;Акции;RU000A0JQ9W5
1535;Акции;RU000A0DJ9B4
9832;Облигации;RU000A0JXLM9
10629;Облигации;RU000A0ZYG37
11498;Облигации;RU000A0ZZXD4
3902;Акции;RU0002155292
3904;Акции;RU0002155300
4682;Облигации;RU000A0JTHF9
5320;Облигации;RU000A0JU278
245;Акции;RU000A0JNAB6
255;Акции;RU000A0DKZK3
1212;Акции;RU000A0JNMZ0
1213;Акции;RU000A0JNNB9
3242;Акции;RU000A0ERNT3
5662;Облигации;
5663;Облигации;
5664;Облигации;RU000A0JVDF4
1540;Акции;RU0002155359
3907;Акции;RU000A0HF1L0
260;Акции;RU000A0D8LW9
261;Акции;RU000A0D8PA6
3240;Облигации;
3241;Облигации;
266;Акции;RU000A0JNHK2
1664;Акции;RU000A0HMLY1
1663;Акции;RU000A0HMLZ8
2863;Акции;RU000A0JPYD7
3905;Акции;RU000A0B9BV2
3906;Акции;RU000A0B9BW0
4507;Акции;RU000A0JP138
1706;Акции;RU000A0JQ128
3408;Акции;RU000A0JRAK8
3325;Акции;RU000A0ER754
3367;Облигации;
3368;Облигации;
3369;Облигации;
3370;Облигации;
4445;Акции;RU000A0JS942
5204;Облигации;
5205;Облигации;
9411;Облигации;RU000A0JWKA8
5206;Облигации;
1599;Акции;RU000A0JPWV3
11669;Облигации;RU000A1001T8
5138;Облигации;
5139;Облигации;
5140;Облигации;
5141;Облигации;
1378;Акции;RU000A0JPPQ7
5750;Облигации;
5751;Облигации;
5752;Облигации;
5073;Облигации;
5074;Облигации;
5075;Облигации;
5188;Облигации;RU000A0JVYL8
5189;Облигации;RU000A0JWR44
1483;Акции;RU000A0JPPG8
6026;Облигации;RU000A0JXVT3
2491;Облигации;RU000A0JQ8V9
3067;Облигации;RU000A0JR0K8
3068;Облигации;RU000A0JR0J0
3346;Облигации;RU000A0JR8L9
3347;Облигации;RU000A0JR8P0
3525;Облигации;RU000A0JRJS2
3526;Облигации;RU000A0JRJT0
3527;Облигации;RU000A0JRJY0
277;Акции;RU000A0D9AJ7
3922;Акции;RU0009092431
1176;Акции;RU0009036461
1175;Акции;RU0009036479
258;Акции;RU0008913850
337;Акции;RU0008913868
5227;Облигации;RU000A0JUUU9
5228;Облигации;RU000A0JWJX2
5229;Облигации;RU000A0JWNK1
3998;Акции;RU000A0JQLB6
244;Акции;RU0006752979
5275;Облигации;
5276;Облигации;
8898;Облигации;RU000A0JVMU4
9164;Облигации;RU000A0JWE64
3671;Акции;RU0009115604
1734;Облигации;
1735;Облигации;
1736;Облигации;
1737;Облигации;
1738;Облигации;
1739;Облигации;
1740;Облигации;
1741;Облигации;
1742;Облигации;
1743;Облигации;
3926;Акции;RU0009100515
9131;Акции;RU000A0BLWD7
126;Акции;RU0009084446
4189;Облигации;
4191;Облигации;
4192;Облигации;
4193;Облигации;
1554;Акции;RU0007774998
5383;Акции;RU000A0JPLZ7
3375;Облигации;RU000A0JRA65
4923;Акции;RU000A0JTQK0
2869;Акции;RU000A0JQU47
3929;Акции;RU0009083240
303;Акции;RU000A0ET123
304;Акции;RU000A0ET156
3648;Акции;RU000A0JRPV3
9366;Облигации;RU000A0JWEU9
4375;Облигации;RU000A0JUVF8
4377;Облигации;RU000A0JUVG6
4378;Облигации;
4379;Облигации;
4380;Облигации;
3248;Акции;RU000A0JR6A6
3895;Акции;RU0009082291
1561;Акции;RU000A0JP922
4390;Облигации;RU000A0JWDN6
4416;Облигации;
4417;Облигации;
4418;Облигации;
1317;Акции;RU0009095939
5813;Облигации;RU000A0JWRM8
5814;Облигации;RU000A0JWRN6
5816;Облигации;RU000A0JVZ94
5817;Облигации;RU000A0JVZP6
5818;Облигации;
5819;Облигации;
5820;Облигации;
5821;Облигации;
5884;Депозитарные расписки;US69343X2071
3765;Акции;RU000A0JPNP4
5294;Акции;RU000A0JU1B0
1557;Акции;RU000A0JNH21
1185;Акции;RU000A0D9AF5
11757;Облигации;RU000A1006X9
11759;Облигации;RU000A1006Y7
11760;Облигации;RU000A1006Z4
9329;Облигации;RU000A0JWBK6
9508;Облигации;RU000A0JWNV8
9557;Облигации;RU000A0JWU72
11066;Облигации;
11067;Облигации;
11068;Облигации;
6060;Облигации;RU000A0JUVT9
3913;Акции;RU0009100408
3914;Акции;RU0009100416
3749;Акции;RU0009100754
3750;Акции;RU0009100762
4691;Облигации;
4692;Облигации;
4693;Облигации;
4694;Облигации;
4695;Облигации;
10934;Облигации;RU000A0ZZ0Z6
4696;Облигации;
4697;Облигации;
11010;Облигации;RU000A0ZZ3U1
4698;Облигации;
11031;Облигации;RU000A0ZZ5U6
4699;Облигации;
11029;Облигации;RU000A0ZZ7U2
4700;Облигации;
11030;Облигации;RU000A0ZZAJ9
